Secuencial;Fecha de Análisis;Departamento;Municipio;Cultivo;Estado;Tiempo de establecimiento;Topografia;Drenaje;Riego;Fertilizantes aplicados;pH agua:suelo;Materia organica;Fósforo Bray II;Azufre Fosfato monocalcico;Acidez Intercambiable;Aluminio intercambiable;Calcio intercambiable;Magnesio intercambiable;Potasio intercambiable;Sodio intercambiable;capacidad de intercambio cationico;Conductividad electrica;Hierro disponible olsen;Cobre disponible;Manganeso disponible Olsen;Zinc disponible Olsen;Boro disponible;Hierro disponible doble acido;Cobre disponible doble acido;Manganeso disponible doble acido;Zinc disponible doble  acido
34.552;25/01/2016;BOYACÁ;SANTANA;Caña Panelera;Establecido;No indica;Pendiente;No indica;No Tiene;NO;4.34;3.489;7.830;4.834;7.586;6.743;4.724;0.416;0.193;0.184;13.10;0.330;1122.;1.726;9.355;2.843;0.186;ND;ND;ND;ND
34.553;25/01/2016;BOYACÁ;CHITARAQUE;Caña Panelera;Establecido;No indica;Plano;No indica;No Tiene;SI (15-15-15);4.7;3.660;12.32;4.834;2.392;1.995;5.312;1.184;0.173;0.328;9.392;0.289;1900.;2.726;13.05;6.538;0.229;ND;ND;ND;ND
34.554;25/01/2016;BOYACÁ;CHITARAQUE;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;SI (18-18-18);4.480;9.616;6.351;7.150;6.374;5.826;1.039;0.442;0.240;0.094;8.191;0.274;624.7;1.378;2.387;1.244;0.229;ND;ND;ND;ND
34.555;25/01/2016;SANTANDER;CHIPATÁ;Caña Panelera;Establecido;No indica;Pendiente;No indica;No Tiene;NO;6.26;5.443;20.28;6.654;ND;ND;18.76;2.000;0.473;0.127;21.36;0.379;334.0;2.169;3.321;2.064;0.422;ND;ND;ND;ND
34.556;25/01/2016;SANTANDER;CHIPATÁ;Caña Panelera;Establecido;No indica;Pendiente;No indica;No Tiene;NO;8.119;3.929;10.38;4.338;ND;ND;33.53;0.552;0.329;0.180;34.59;0.609;23.59;1.389;1.947;< 1.0;0.250;ND;ND;ND;ND
34.557;25/01/2016;SANTANDER;CHIPATÁ;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;NO;8.06;3.953;155.5;8.805;ND;ND;26.96;1.456;0.444;0.391;29.25;0.736;49.94;2.382;3.407;4.134;0.336;ND;ND;ND;ND
34.558;25/01/2016;SANTANDER;GÜEPSA;Caña Panelera;Establecido;No indica;Pendiente;No indica;No Tiene;NO;6.99;5.269;21.13;13.27;ND;ND;21.95;1.975;0.257;0.583;24.77;0.465;53.84;3.266;2.902;15.02;0.336;ND;ND;ND;ND
34.559;25/01/2016;SANTANDER;GÜEPSA;Caña Panelera;Establecido;No indica;Pendiente;No indica;No Tiene;SI;6.54;5.052;8.440;5.661;ND;ND;21.04;0.581;0.286;0.139;22.05;0.341;60.75;1.49;2.543;5.244;0.400;ND;ND;ND;ND
34.560;25/01/2016;BOYACÁ;SANTANA;Caña Panelera;Establecido;No indica;Pendiente;No indica;No Tiene;NO;4.97;3.611;26.11;4.669;1.479;1.269;5.709;0.234;0.165;0.093;7.682;0.197;791.7;1.097;7.37;1.375;0.122;ND;ND;ND;ND
34.562;25/01/2016;BOYACÁ;CHITARAQUE;Caña Panelera;Establecido;No indica;Pendiente;No indica;No Tiene;NO;4.76;7.998;11.07;5;2.641;2.347;0.704;0.216;0.104;0.030;3.698;0.224;835.3;< 1.0;1.141;1.544;0.186;ND;ND;ND;ND
34.564;25/01/2016;SANTANDER;CHIPATÁ;Caña Panelera;Establecido;No indica;Pendiente;No indica;No Tiene;NO;8.01;5.028;5.036;4.503;ND;ND;38.30;0.626;0.302;0.041;39.27;0.700;32.35;1.487;4.172;< 1.0;0.250;ND;ND;ND;ND
34.566;25/01/2016;SANTANDER;GÜEPSA;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;NO;6.03;4.002;5.700;32.29;ND;ND;13.29;2.017;0.196;0.075;15.58;0.510;655.6;4.987;17.99;10.44;0.165;ND;ND;ND;ND
34.568;25/01/2016;BOYACÁ;SANTANA;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;SI;4.66;6.881;33.15;5.330;4.795;4.172;3.223;0.359;0.447;0.111;8.937;0.286;2045.;< 1.0;1.33;< 1.0;0.186;ND;ND;ND;ND
34.570;25/01/2016;BOYACÁ;CHITARAQUE;Caña Panelera;Establecido;No indica;Pendiente;No indica;No Tiene;NO;4.8;3.953;12.55;4.503;4.200;3.574;10.30;0.577;0.277;0.185;15.54;0.298;1464.;6.772;9.634;15.45;0.186;ND;ND;ND;ND
34.571;25/01/2016;BOYACÁ;CHITARAQUE;Caña Panelera;Establecido;No indica;Pendiente;No indica;No Tiene;NO;4.37;8.975;28.19;4.007;4.170;3.628;0.583;0.187;0.198;0.014;5.154;0.486;447.3;1.081;2.705;2.333;0.143;ND;ND;ND;ND
34.572;25/01/2016;SANTANDER;GÜEPSA;Caña Panelera;Establecido;No indica;Plano;No indica;No Tiene;NO;6.19;4.585;130.3;9.466;ND;ND;15.55;1.094;0.291;< 0.0;ND;0.242;553.7;3.111;2.263;4.828;0.186;ND;ND;ND;ND
34.573;21/01/2016;CUNDINAMARCA;VILLETA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;Ninguno;5.86;3.199;8.211;3.207;ND;ND;14.10;0.339;0.151;0.089;14.68;0.226;308.1;4.791;4.905;6.680;0.054;ND;ND;ND;ND
34.574;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;No indica;Ondulado;Regular drenaje;No Tiene;NO;6.31;5.938;45.21;9.379;ND;ND;37.54;1.027;0.320;0.119;39.01;0.539;56.44;2.343;3.594;12.05;0.450;ND;ND;ND;ND
34.693;2/02/2016;SANTANDER;SUAITA;Caña Panelera;Establecido;De 1 a 5 años;Plano;Buen drenaje;No Tiene;NPK;5.04;3.465;24.72;5.661;1.846;1.675;5.853;0.746;0.139;0.346;8.932;0.204;1018.;1.44;3.355;1.165;0.165;ND;ND;ND;ND
34.832;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Regular drenaje;No Tiene;NO;6.04;5.049;90.49;8.762;ND;ND;25.50;0.812;0.158;0.095;26.56;0.664;61.63;1.645;2.878;8.628;0.274;ND;ND;ND;ND
34.833;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;NO;6.24;3.584;278.9;6.046;ND;ND;21.12;0.933;0.155;0.070;22.28;0.470;55.24;3.125;3.075;8.698;0.362;ND;ND;ND;ND
34.834;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;Ninguno;8.19;4.429;82.34;4.935;ND;ND;65.06;1.018;0.358;0.205;66.64;0.462;24.07;3.865;1.052;14.28;0.516;ND;ND;ND;ND
34.835;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;Ninguno;7.46;3.127;25.27;5.552;ND;ND;16.35;2.807;0.223;0.244;19.63;0.457;39.30;4.384;1.77;5.802;0.318;ND;ND;ND;ND
34.836;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;Ninguno;7.86;2.839;74.33;4.318;ND;ND;58.97;0.636;0.266;0.189;60.07;0.649;< 5.0;1.694;1.305;1.59;0.186;ND;ND;ND;ND
34.838;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Buen drenaje;No Tiene;Ninguno;8.42;3.896;4.167;4.565;ND;ND;72.15;0.656;0.294;0.177;73.28;0.689;8.778;2.187;1.514;2.681;0.252;ND;ND;ND;ND
34.839;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;Ninguno;8.26;6.207;19.76;4.071;ND;ND;82.50;0.531;0.280;0.182;83.50;0.558;11.15;2.633;< 1.0;4.421;0.340;ND;ND;ND;ND
34.840;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;NO;8.01;5.577;26.53;5.429;ND;ND;53.62;0.448;0.222;0.147;54.44;0.670;23.87;2.641;1.855;7.488;0.208;ND;ND;ND;ND
34.841;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;Ninguno;8.16;3.516;143.1;6.046;ND;ND;60.87;0.885;0.342;0.204;62.30;1.080;24.22;3.183;1.106;8.423;0.208;ND;ND;ND;ND
34.842;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;Ninguno;6.07;2.070;34.39;4.318;ND;ND;17.43;0.821;0.154;0.244;18.65;0.246;249.7;2.333;4.583;< 1.0;0.208;ND;ND;ND;ND
34.843;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;Ninguno;6.71;3.228;226.8;6.046;ND;ND;37.51;1.461;0.332;0.269;39.58;0.440;43.52;3.590;3.896;8.750;0.098;ND;ND;ND;ND
34.844;21/01/2016;CUNDINAMARCA;SASAIMA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Mal drenaje;No Tiene;Ninguno;5.64;6.178;21.99;16.04;ND;ND;6.909;1.126;0.501;0.421;8.958;0.196;91.08;4.416;1.314;1.552;0.054;ND;ND;ND;ND
34.845;21/01/2016;CUNDINAMARCA;SASAIMA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Regular drenaje;No Tiene;Ninguno;4.92;1.734;25.13;4.812;1.686;1.311;3.515;0.273;0.120;0.247;5.843;1.099;409.8;1.51;< 1.0;2.021;0.186;ND;ND;ND;ND
34.846;21/01/2016;CUNDINAMARCA;SASAIMA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Regular drenaje;No Tiene;Ninguno;5.01;4.544;6.501;14.19;0.414;0.145;7.781;1.066;0.291;0.377;9.930;0.369;640.1;2.810;1.839;2.664;0.230;ND;ND;ND;ND
34.847;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;De 5 a 10 años;Pendiente;Buen drenaje;No Tiene;Ninguno;6.37;3.132;351.5;3.577;ND;ND;13.67;1.668;0.151;0.228;15.72;0.662;81.67;2.846;3.733;8.478;0.054;ND;ND;ND;ND
34.848;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;NO;6.32;2.526;8.956;3.577;ND;ND;25.07;2.018;0.230;0.112;27.44;0.185;61.32;2.551;4.272;13.61;0.164;ND;ND;ND;ND
34.849;21/01/2016;CUNDINAMARCA;SASAIMA;Caña Panelera;Establecido;De 5 a 10 años;Ondulado;Regular drenaje;No Tiene;Ninguno;6.24;1.950;86.33;5.306;ND;ND;10.81;2.435;0.743;0.243;14.23;0.487;342.7;6.328;1.164;9.953;0.142;ND;ND;ND;ND
34.850;21/01/2016;CUNDINAMARCA;SASAIMA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Buen drenaje;No Tiene;Ninguno;4.74;5.145;10.23;8.762;1.108;0.942;4.560;1.130;0.435;0.221;7.456;0.636;736.6;2.435;3.713;3.262;0.164;ND;ND;ND;ND
34.851;21/01/2016;CUNDINAMARCA;SASAIMA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Mal drenaje;No indica;Ninguno;4.8;5.217;26.52;11.23;1.426;1.068;4.166;1.148;0.444;0.187;7.372;0.691;585.1;3.492;2.457;7.953;0.296;ND;ND;ND;ND
34.852;21/01/2016;CUNDINAMARCA;SASAIMA;Caña Panelera;Establecido;De 1 a 5 años;Pendiente;Buen drenaje;No indica;Ninguno;4.17;4.593;16.10;9.009;2.910;2.234;2.419;0.599;0.261;0.184;6.374;0.763;781.3;6.297;5.834;19.40;0.428;ND;ND;ND;ND
34.853;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;Ninguno;7.25;4.525;237.6;2.837;ND;ND;44.04;1.222;0.312;0.305;45.88;0.297;23.85;3.066;1.449;13.10;0.252;ND;ND;ND;ND
34.854;21/01/2016;CUNDINAMARCA;SASAIMA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Regular drenaje;No Tiene;Ninguno;4.480;3.199;6.419;5.182;3.016;2.438;2.244;0.496;0.182;0.192;6.132;0.218;674.4;2.871;< 1.0;3.879;0.120;ND;ND;ND;ND
34.855;21/01/2016;CUNDINAMARCA;SASAIMA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Buen drenaje;No Tiene;Ninguno;5.85;10.05;10.20;4.812;ND;ND;10.00;5.092;0.226;0.225;15.55;0.479;75.75;1.855;3.260;4.227;0.362;ND;ND;ND;ND
34.856;21/01/2016;CUNDINAMARCA;SASAIMA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Regular drenaje;No Tiene;Ninguno;4.730;3.151;7.437;5.059;2.399;1.904;2.787;0.442;0.150;0.315;6.095;0.238;453.6;3.492;1.250;3.296;0.450;ND;ND;ND;ND
34.857;21/01/2016;CUNDINAMARCA;SASAIMA;Caña Panelera;Establecido;De 5 a 10 años;Ondulado;Buen drenaje;No Tiene;Ninguno;5.86;4.833;26.75;7.527;ND;ND;9.162;1.116;0.267;0.188;10.73;0.296;95.69;3.155;1.27;3.045;0.274;ND;ND;ND;ND
34.858;21/01/2016;CUNDINAMARCA;SASAIMA;Caña Panelera;Establecido;De 5 a 10 años;Pendiente;Buen drenaje;No Tiene;Ninguno;4.38;5.169;89.19;10.49;3.497;2.749;5.215;1.675;0.579;0.224;11.19;0.914;708.6;4.713;5.461;14;0.252;ND;ND;ND;ND
34.859;21/01/2016;CUNDINAMARCA;SASAIMA;Caña Panelera;Establecido;De 1 a 5 años;Pendiente;Buen drenaje;No Tiene;Ninguno;5.09;9.229;12.32;8.885;2.312;1.826;5.276;1.065;0.537;0.344;9.537;0.894;82.89;1.171;3.336;1.409;0.230;ND;ND;ND;ND
34.860;21/01/2016;CUNDINAMARCA;SASAIMA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;Ninguno;4.91;3.872;10.85;12.83;1.464;1.146;5.034;0.678;0.265;0.182;7.625;0.475;586.7;5.369;< 1.0;12.21;0.274;ND;ND;ND;ND
34.861;21/01/2016;CUNDINAMARCA;SASAIMA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;Ninguno;4.95;0.965;16.89;6.910;2.486;2.117;4.852;0.448;0.124;0.192;8.103;0.212;78.55;6.944;1.119;5.851;0.208;ND;ND;ND;ND
34.862;21/01/2016;CUNDINAMARCA;VILLETA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Regular drenaje;No indica;No indica;6.64;5.918;101.1;32.70;ND;ND;20.59;2.142;0.604;0.451;23.79;1.665;63.63;2.589;5.019;14.03;0.384;ND;ND;ND;ND
34.863;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;NO;8.210;3.560;13.55;5.182;ND;ND;69.89;0.536;0.250;0.168;70.85;0.672;10.90;2.427;1.927;4.123;0.164;ND;ND;ND;ND
34.864;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;Ninguno;5.81;2.987;95.13;4.318;ND;ND;10.66;1.450;0.133;0.197;12.44;0.273;68.22;2.469;3.155;5.008;0.120;ND;ND;ND;ND
34.865;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;Ninguno;6.99;3.900;54.67;4.441;ND;ND;47.46;1.444;0.288;0.293;49.48;1.025;14.95;1.655;1.198;4.431;0.318;ND;ND;ND;ND
34.873;21/01/2016;CUNDINAMARCA;SASAIMA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Regular drenaje;No Tiene;Ninguno;6.34;4.593;49.56;5.182;ND;ND;15.57;1.030;0.152;0.201;16.95;1.090;101.7;4.330;2.226;17.61;0.318;ND;ND;ND;ND
34.879;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;Ninguno;7;3.756;86.53;5.676;ND;ND;22.41;0.925;0.201;0.208;23.74;0.325;13.20;1.854;2.092;4.794;0.208;ND;ND;ND;ND
34.895;21/01/2016;CUNDINAMARCA;QUEBRADANEGRA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No indica;NO;7.27;3.612;23.34;4.565;ND;ND;40.55;1.528;0.201;0.177;42.46;0.250;140.6;3.030;1.085;15.40;0.340;ND;ND;ND;ND
34.896;21/01/2016;CUNDINAMARCA;QUEBRADANEGRA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No indica;NO;8.23;3.319;651.5;4.441;ND;ND;46.93;2.715;0.507;0.193;50.35;0.650;45.16;2.892;2.218;7.634;0.494;ND;ND;ND;ND
34.897;21/01/2016;CUNDINAMARCA;NOCAIMA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;NO;7.88;3.535;17.93;5.923;ND;ND;39.81;0.730;0.174;0.287;41.01;0.641;28.71;4.477;1.534;< 1.0;0.098;ND;ND;ND;ND
34.898;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;NO;6.57;4.573;42.02;3.330;ND;ND;45.56;0.743;0.350;0.105;46.76;0.488;23.15;1.738;1.293;4.640;0.076;ND;ND;ND;ND
34.899;21/01/2016;CUNDINAMARCA;QUEBRADANEGRA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No indica;NO;8.029;3.584;9.743;24.80;ND;ND;49.88;0.662;0.120;0.454;51.12;0.992;35.12;4.245;1.925;9.923;0.384;ND;ND;ND;ND
34.901;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;NO;7.3;3.343;11.65;3.084;ND;ND;31.13;0.452;0.205;0.125;31.91;0.331;18.56;2.581;2.190;13.94;0.120;ND;ND;ND;ND
34.902;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Buen drenaje;No Tiene;NO;6.85;4.280;18.91;5.182;ND;ND;26.91;1.485;0.271;0.118;28.78;0.357;68.87;2.774;2.713;21.47;0.780;ND;ND;ND;ND
34.903;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;NO;8.27;3.276;<3.87;3.207;ND;ND;53.38;0.602;0.189;0.114;54.28;0.665;15.69;2.154;1.101;3.075;0.098;ND;ND;ND;ND
34.904;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;NO;8.16;4.093;<3.87;5.182;ND;ND;58.44;0.409;0.163;0.085;59.10;0.739;16.32;2.577;2.27;4.073;0.142;ND;ND;ND;ND
34.905;21/01/2016;CUNDINAMARCA;SASAIMA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Regular drenaje;No Tiene;Ninguno;5.86;3.872;6.311;10.73;ND;ND;11.49;1.047;0.198;0.101;12.84;0.273;439.1;10.23;7.61;79.97;0.054;ND;ND;ND;ND
34.906;21/01/2016;CUNDINAMARCA;SASAIMA;Caña Panelera;Establecido;De 5 a 10 años;Pendiente;Buen drenaje;No Tiene;Ninguno;4.37;6.014;3.964;4.688;3.729;3.050;2.824;0.282;0.137;0.116;7.090;0.331;385.0;1.615;< 1.0;3.589;0.098;ND;ND;ND;ND
34.907;21/01/2016;CUNDINAMARCA;QUIPILE;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;Ninguno;7.86;4.520;352.8;24.67;ND;ND;38.73;1.675;1.165;0.143;41.71;1.106;11.93;3.63;1.403;48.45;0.780;ND;ND;ND;ND
34.908;21/01/2016;CUNDINAMARCA;VILLETA;Caña Panelera;Establecido;De 5 a 10 años;Pendiente;Buen drenaje;No Tiene;Ninguno;4.45;6.159;4.045;3.207;6.273;5.547;2.580;0.463;0.163;0.144;9.624;0.222;750.4;4.046;2.079;4.474;0.054;ND;ND;ND;ND
34.909;21/01/2016;CUNDINAMARCA;NOCAIMA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;NO;5.27;8.417;19.25;6.416;0.520;0.262;5.549;1.241;0.436;0.184;7.933;0.761;61.37;2.194;2.356;2.269;0.054;ND;ND;ND;ND
42.082;1/12/2017;NARIÑO;EL PEÑOL;Caña Panelera;Establecido;De 0 a 1 año;Plano;No indica;No indica;No indica;6.38;1.908;5.974;3.2;ND;ND;6.624;4.104;0.390;< 0.1;11.25;0.133;143.2;3.420;6.072;< 1.0;0.255;ND;ND;ND;ND
34.910;21/01/2016;CUNDINAMARCA;SASAIMA;Caña Panelera;Establecido;De 5 a 10 años;Pendiente;Buen drenaje;No Tiene;Ninguno;8.039;4.184;10.76;4.318;ND;ND;43.24;0.514;<0.09;0.083;43.90;0.587;20.89;4.37;< 1.0;61.39;0.164;ND;ND;ND;ND
34.911;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;Ninguno;8.550;2.406;4.439;3.577;ND;ND;61.93;0.329;0.100;0.160;62.52;0.629;11.56;1.638;< 1.0;2.715;0.208;ND;ND;ND;ND
34.912;21/01/2016;CUNDINAMARCA;SASAIMA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Buen drenaje;No Tiene;Ninguno;6.21;3.660;26.34;10.12;ND;ND;24.12;1.057;0.127;0.080;25.39;0.253;47.92;6.821;< 1.0;88.01;0.098;ND;ND;ND;ND
34.913;21/01/2016;CUNDINAMARCA;SASAIMA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Regular drenaje;No Tiene;Ninguno;4.46;2.815;13.18;8.885;3.131;2.535;3.741;0.568;0.174;0.090;7.707;0.438;304.4;3.544;1.857;2.463;0.054;ND;ND;ND;ND
34.914;21/01/2016;CUNDINAMARCA;SASAIMA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Regular drenaje;No Tiene;Ninguno;7.76;3.896;9.661;4.318;ND;ND;6.879;0.371;<0.09;0.153;7.452;0.449;16.04;7.117;< 1.0;14.49;0.296;ND;ND;ND;ND
34.915;21/01/2016;CUNDINAMARCA;NOCAIMA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;NO;4.889;3.608;9.187;4.318;1.002;0.718;6.965;1.247;0.484;0.071;9.770;0.635;250.2;2.511;7.961;6.774;0.054;ND;ND;ND;ND
34.916;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Regular drenaje;No Tiene;NO;7.33;4.669;26.61;3.824;ND;ND;34.10;1.369;0.374;0.165;36.00;0.386;30.53;1.683;1.151;5.181;0.054;ND;ND;ND;ND
34.917;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;NO;4.88;2.651;5.727;3.577;1.705;1.156;5.567;0.679;0.164;0.171;8.289;0.280;242.0;1.226;2.831;3.851;0.076;ND;ND;ND;ND
34.918;21/01/2016;CUNDINAMARCA;SASAIMA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Buen drenaje;No Tiene;Ninguno;5.3;3.948;32.83;6.170;0.202;0;9.862;1.259;0.333;0.108;11.76;0.751;520.4;9.874;1.816;13.11;0.076;ND;ND;ND;ND
34.919;21/01/2016;CUNDINAMARCA;SASAIMA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;Ninguno;7.15;5.726;11.00;4.441;ND;ND;29.52;0.369;0.106;0.090;30.09;0.440;11.34;5.108;< 1.0;75.71;0.318;ND;ND;ND;ND
34.920;21/01/2016;CUNDINAMARCA;SASAIMA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;Ninguno;5.84;1.998;44.19;6.663;ND;ND;11.85;0.790;0.288;0.119;13.05;0.438;315.0;4.730;3.677;11.58;0.120;ND;ND;ND;ND
34.921;21/01/2016;CUNDINAMARCA;NOCAIMA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;NO;5.45;2.022;17.35;10.98;0;0;8.457;1.370;0.156;0.211;10.19;0.241;124.7;4.661;5.678;8.369;0.274;ND;ND;ND;ND
34.922;21/01/2016;CUNDINAMARCA;NOCAIMA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Buen drenaje;No Tiene;NO;4.91;18.93;17.66;9.873;0.799;0.573;9.370;1.936;1.313;0.125;13.54;1.809;77.81;1.635;13.67;8.734;0.076;ND;ND;ND;ND
34.923;21/01/2016;CUNDINAMARCA;NOCAIMA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;NO;4.47;1.974;6.813;10.12;3.700;3.030;4.635;0.712;0.246;0.132;9.426;0.233;281.3;2.136;9.220;1.016;0.054;ND;ND;ND;ND
34.924;21/01/2016;CUNDINAMARCA;SASAIMA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;Ninguno;4.87;7.600;21.77;6.046;1.551;1.175;6.423;0.609;0.189;0.095;8.869;0.618;149.9;2.972;4.546;13.12;0.076;ND;ND;ND;ND
34.925;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;Mas de 10 años;Plano;Regular drenaje;No Tiene;NO;5.76;7.456;19.21;3.207;ND;ND;16.76;4.017;0.472;0.106;21.36;0.473;179.4;1.267;13.11;6.575;0.076;ND;ND;ND;ND
34.927;21/01/2016;CUNDINAMARCA;NIMAIMA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No indica;NO;8.56;0.989;6.677;4.812;ND;ND;45.35;0.427;0.180;0.208;46.17;0.501;8.721;< 1.0;3.044;13.68;0.230;ND;ND;ND;ND
34.929;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;Mas de 10 años;Plano;Buen drenaje;No Tiene;NO;8.220;3.103;92.78;4.812;ND;ND;45.43;0.737;0.299;0.117;46.58;0.699;< 5.0;4.980;1.016;10.53;0.098;ND;ND;ND;ND
34.930;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;NO;7.89;4.237;226.5;7.034;ND;ND;49.13;0.818;0.438;0.178;50.56;0.506;14.15;2.08;1.252;5.748;0.120;ND;ND;ND;ND
34.932;21/01/2016;CUNDINAMARCA;VILLETA;Caña Panelera;Establecido;De 5 a 10 años;Pendiente;Buen drenaje;No Tiene;Ninguno;6.04;5.193;56.65;8.021;ND;ND;21.47;2.076;0.325;0.251;24.12;0.587;253.1;7.387;4.477;300.9;0.274;ND;ND;ND;ND
